state,crop_type,farm_size_ha,avg_rainfall_mm,avg_temperature_c,soil_ph,soil_type,fertilizer_kg_per_ha,pesticide_used,irrigation_used,seed_variety,yield_tonnes_per_ha
Kano,Sorghum,3.34,863.6,33.5,4.77,Sandy,104.1,No,No,Local,1.01
Ogun,Yam,11.28,2116.1,24.3,6.73,Loamy,147.5,No,No,Improved,9.8
Edo,Yam,0.93,1583.6,24.7,6.02,Loamy,124.7,No,No,Local,7.6
Ogun,Yam,2.91,1517.4,27.2,6.51,Clay,74.7,No,No,Local,8.56
Bayelsa,Cassava,2.89,1972.8,26.6,5.27,Loamy,64.1,No,Yes,Local,10.93
Yobe,Rice,0.31,359.9,31.4,7.15,Loamy,98.4,No,Yes,Improved,3.14
Oyo,Maize,1.06,2236.9,23.1,6.08,Loamy,137.3,Yes,No,Local,1.65
Abia,Cassava,0.4,1730.7,29.5,5.79,Clay,80.9,Yes,No,Local,8.94
Ogun,Yam,0.78,1712,25.9,5.91,Sandy,75.1,No,No,Improved,8.49
Borno,Maize,0.99,456,32.5,6.83,Clay,88.7,No,No,Improved,2.56
Gombe,Yam,0.54,603,34,6.73,Clay,46.3,Yes,No,Local,7.72
Yobe,Sorghum,0.71,519,37.1,6.37,Sandy,82.9,No,No,Local,1.62
Imo,Maize,0.51,2333.6,23.3,5.64,Loamy,101,No,No,Local,1.75
Zamfara,Maize,2.12,764.4,31.8,6.44,Loamy,122.4,No,No,Local,2.39
Bauchi,Rice,1.71,858.9,34.1,5.72,Sandy,119.4,No,No,Improved,3.05
Lagos,Maize,0.8,2180.7,25.7,7.05,Loamy,84.2,No,No,Improved,1.89
Bayelsa,Rice,3.34,1710,29.9,5.67,Clay,138.6,Yes,Yes,Local,3.74
Abia,Cassava,2.69,1557,26.1,6.47,Loamy,0,Yes,No,Local,7.96
Bauchi,Maize,0.22,957.4,33.1,6.72,Sandy,116.4,No,No,Local,2.01
Gombe,Maize,0.45,716,28.6,5.29,Loamy,77.8,Yes,No,Improved,2.18
Ogun,Cassava,1.13,2370.1,24.8,5.57,Clay,95.8,No,No,Local,7.27
Akwa Ibom,Cassava,8.64,2442.1,30,4.96,Clay,60.6,No,Yes,Local,8.84
Plateau,Yam,0.34,1163.7,29.7,6.14,Sandy,79.1,Yes,No,Improved,11.31
Rivers,Rice,0.31,1889.9,29.2,6.98,Sandy,107.9,No,No,Local,2.72
Bauchi,Cassava,1.36,965.3,26.9,4.22,Sandy,163,Yes,No,Improved,8.15
Kogi,Sorghum,2.11,1064.6,26.6,5.21,Sandy,48.5,No,Yes,Local,1.83
Nasarawa,Cassava,1.98,1315.7,26.3,6.76,Sandy,64,No,No,Local,9.17
Sokoto,Sorghum,0.39,592.2,30.8,6.73,Sandy,122.7,No,No,Local,1.07
Ekiti,Maize,3.34,1646.4,25.9,6.99,Loamy,121.9,Yes,No,Local,2.36
Lagos,Maize,2.99,1908.2,29.2,4.96,Sandy,93.8,Yes,Yes,Local,2.51
Niger,Yam,9.51,1203.6,24.4,5.66,Loamy,63.8,Yes,No,Local,8.83
Benue,Yam,1.37,1304,28.1,5.98,Sandy,47.2,No,No,Improved,9.42
Kaduna,Cassava,3.14,793.9,31,7.25,Sandy,164.6,No,No,Improved,6.79
Rivers,Cassava,2.54,1855.1,27.5,5.32,Sandy,82.6,No,No,Local,8.31
Plateau,Cassava,0.43,1102.7,28.3,7,Sandy,90.2,No,No,Local,9.39
Kano,Sorghum,6.64,639.9,31.9,6,Sandy,42.6,No,Yes,Improved,2.15
Taraba,Maize,3.35,1095.5,31.3,5.62,Loamy,163.7,No,No,Local,2.05
Adamawa,Sorghum,0.39,1073.9,30.3,6.42,Loamy,15.2,Yes,No,Local,0.97
Benue,Cassava,0.26,1269.2,25.3,5.12,Sandy,50.3,No,No,Local,3.39
Jigawa,Rice,2.13,486.4,32.1,7.31,Clay,153.7,No,No,Local,2.59
Kwara,Cassava,0.89,1207.9,31.2,6.03,Clay,107.7,Yes,No,Local,9.04
Kogi,Sorghum,2.55,1212.9,24.7,5.41,Clay,58.9,No,No,Improved,1.83
Gombe,Sorghum,1.09,756.7,34.1,5.86,Loamy,47.4,No,No,Improved,1.81
Kano,Yam,0.34,843.5,32.5,7.45,Sandy,138.8,Yes,No,Improved,3.9
Borno,Cassava,3.95,330.2,28.2,5.98,Clay,67,No,Yes,Improved,12.38
Akwa Ibom,Sorghum,0.26,1928.3,28.3,6.1,Loamy,14.9,No,No,Local,1.05
Ondo,Cassava,1.04,2089.2,28.7,7.35,Sandy,71.6,Yes,Yes,Local,6.88
Bauchi,Sorghum,0.56,992.1,29.5,6.68,Loamy,74.7,No,No,Improved,1.9
Bauchi,Maize,3.04,666.2,32.5,7.07,Loamy,106.5,No,No,Local,1.66
Kebbi,Cassava,6.15,800.5,26.4,5.87,Loamy,91.5,Yes,No,Local,10.85
Bayelsa,Yam,2.43,2202.7,28.8,5.32,Loamy,138.3,No,No,Improved,9.17
Plateau,Sorghum,1,1274.9,25.5,6.09,Clay,79.7,No,Yes,Improved,1.92
Anambra,Rice,12.79,2453.8,24.6,5.46,Loamy,90.1,Yes,No,Local,1.39
Imo,Rice,5.18,2210.4,26,5.9,Sandy,139.4,No,No,Improved,3.88
Kebbi,Sorghum,2.35,965.8,29.9,6.59,Clay,100.3,Yes,No,Local,1.32
Abia,Cassava,2.5,2192.9,27.8,6.45,Loamy,86.2,No,No,Improved,12.94
Ekiti,Sorghum,0.42,1669.9,25.2,6.19,Loamy,116.2,Yes,No,Local,1.26
FCT,Rice,3.18,1185.7,31.5,5.67,Clay,148.3,No,No,Improved,3
Enugu,Cassava,0.65,1815.8,25.2,6.56,Loamy,77.3,Yes,No,Improved,9.65
Delta,Rice,1.82,2239.9,29.9,4.45,Loamy,113.4,No,No,Improved,2.78
Edo,Yam,0.38,1680.1,29.7,6.02,Sandy,81.8,Yes,No,Improved,9.69
Akwa Ibom,Yam,0.73,2139,27.2,7.54,Loamy,46.5,No,No,Improved,9.6
Imo,Sorghum,0.73,2063.1,28.9,6.02,Sandy,0,Yes,No,Improved,1.39
Adamawa,Rice,1.77,1479,31,5.57,Loamy,94.1,No,Yes,Improved,3.08
Kwara,Maize,1.85,1186.8,25.4,5.44,Sandy,102.2,Yes,No,Improved,2.91
Enugu,Maize,4.51,1996.5,27.1,6,Clay,76.6,Yes,No,Improved,1.92
Niger,Sorghum,1.92,1265.2,30.1,4.36,Loamy,21.2,Yes,No,Local,1
Yobe,Rice,2.7,675.6,29.8,6.06,Sandy,93.3,Yes,No,Improved,3.99
Plateau,Sorghum,3.14,1083.4,25.8,5.61,Clay,97.7,No,No,Improved,1.62
Jigawa,Yam,13.34,624.7,33.7,5.26,Sandy,100.9,Yes,No,Local,6.77
Kebbi,Sorghum,1.52,676.3,30.2,4.9,Clay,90,Yes,Yes,Improved,1.56
Imo,Yam,1.73,1896,27.3,4.88,Loamy,75.3,Yes,No,Improved,9.98
Rivers,Yam,2.83,2208.3,22.5,6.07,Clay,69.7,Yes,Yes,Improved,11.73
Taraba,Rice,2.74,1279.9,29.2,6.62,Sandy,77,Yes,No,Improved,3.2
Bauchi,Cassava,1.74,943.3,31.4,7.14,Clay,127.8,Yes,No,Improved,10.5
Adamawa,Cassava,1.1,1261.9,29.3,5.46,Loamy,163,No,No,Local,8.1
Ogun,Maize,1.05,1992.5,27.6,6.62,Clay,83.6,No,No,Local,1.93
Edo,Sorghum,2.91,1570.6,25.4,5.82,Clay,73.9,No,No,Improved,1.56
FCT,Yam,0.43,1280,25,5.01,Sandy,160.3,No,No,Improved,7.55
Zamfara,Maize,1.05,617.4,27.7,6.06,Clay,150.2,No,No,Improved,2.12
Kogi,Yam,0.35,1070.2,31,5.71,Loamy,127.5,Yes,No,Local,9.74
Yobe,Cassava,0.2,547.2,36,5.9,Loamy,51.6,No,No,Local,4.67
Cross River,Sorghum,2.17,1590.4,24.3,4.87,Clay,36.9,No,No,Local,1.09
Benue,Yam,0.52,1104.5,24.6,5.27,Sandy,98,No,No,Local,7.96
Kebbi,Yam,2.22,797,26.2,6.32,Sandy,70.4,No,No,Local,8.1
Osun,Sorghum,4.72,1830.2,26.5,5.56,Sandy,116.7,No,No,Improved,1.28
Katsina,Cassava,14.39,461,33.2,6.11,Loamy,56.8,Yes,No,Local,7.56
Zamfara,Rice,0.65,825,32.1,4.88,Loamy,94.2,Yes,Yes,Improved,4.57
Enugu,Rice,1.05,1705,22.4,6.84,Loamy,168.2,No,Yes,Local,3.03
Adamawa,Cassava,7.68,1401,26.5,6.44,Loamy,79.8,No,No,Improved,13.08
Jigawa,Maize,2.91,420.3,30,5.46,Sandy,157.5,No,Yes,Local,2.52
Osun,Maize,3.47,2357.9,25.9,6.4,Loamy,105,No,No,Local,2.44
Zamfara,Maize,0.21,718.5,26.9,6.51,Clay,188.2,Yes,No,Local,2.06
Bayelsa,Maize,0.85,2177,22.1,4.58,Sandy,59.5,No,No,Improved,1.9
Niger,Maize,3.01,1329.9,27,5.66,Clay,128,No,Yes,Improved,2.81
Oyo,Rice,0.68,1797.7,23.7,4.8,Loamy,155.2,No,No,Improved,2.97
Plateau,Yam,1.12,1491.6,29.9,5.09,Sandy,174.2,Yes,No,Local,7.12
Zamfara,Maize,0.24,944.5,33.6,6.32,Sandy,120,Yes,No,Local,1.8
Gombe,Sorghum,1.01,823.1,31.9,7.17,Loamy,67,Yes,No,Improved,1.86
Imo,Sorghum,6.08,1789.9,24.4,6.43,Clay,9,Yes,No,Local,1.21
Lagos,Sorghum,2.38,1813.8,23.5,5.38,Clay,93.8,No,No,Local,1.06
FCT,Yam,1.33,1295.9,29.4,6.1,Loamy,144,Yes,No,Improved,7.17
Plateau,Sorghum,0.92,1185.4,26.3,7.14,Sandy,57.2,Yes,No,Local,1.57
Osun,Maize,4.39,2363.8,23.7,6.06,Clay,127,Yes,No,Improved,2.12
Delta,Yam,0.62,1911.5,29,6.2,Clay,71.8,Yes,No,Local,3.71
Plateau,Maize,1.44,1469.2,26,5.19,Loamy,118.9,No,No,Local,1.62
Oyo,Cassava,0.5,2412.6,29,6.5,Clay,102.7,No,Yes,Local,10.38
Akwa Ibom,Cassava,0.57,1531.3,27.2,6.01,Loamy,46.5,Yes,Yes,Improved,14.15
Edo,Rice,2.66,2462.8,25.4,5.31,Loamy,94.5,No,No,Improved,3.72
Lagos,Maize,0.86,1720.9,23.8,6.51,Clay,37.2,No,No,Improved,2.18
Bayelsa,Rice,0.33,2383.9,27.6,6.16,Clay,133.4,No,No,Improved,3.94
Abia,Yam,0.5,2461.1,24.3,6.06,Loamy,153,No,Yes,Improved,10.92
Abia,Maize,0.32,2318.6,24.3,6,Clay,120.6,No,No,Local,1.99
Edo,Maize,1.93,1912,25.4,5.94,Sandy,192.8,No,No,Local,1.27
Enugu,Rice,1.49,2434.6,24,5.78,Clay,155.2,Yes,No,Improved,3.68
Adamawa,Rice,3.67,1292.6,28.4,6.46,Clay,99,Yes,No,Improved,3.77
Lagos,Sorghum,1.65,2476.4,29.7,5.68,Sandy,92.4,Yes,No,Local,1.21
Jigawa,Maize,1.72,498.4,29.9,6.54,Loamy,167.4,No,No,Improved,2.4
Ogun,Yam,2.96,2045.4,22.9,5.95,Loamy,63.2,Yes,No,Local,7.79
Lagos,Cassava,3.35,1805.8,22.4,4.67,Loamy,107.6,No,No,Local,7.06
Gombe,Maize,0.78,769,27,6.72,Sandy,136.1,Yes,No,Improved,3.21
Ondo,Sorghum,2.4,2054.5,28.2,6.08,Clay,34.9,No,No,Local,1.14
Katsina,Yam,7.28,321.5,33,6.25,Loamy,135.6,Yes,No,Improved,9.45
Imo,Yam,8.61,2259.1,29.8,6.1,Loamy,115,No,No,Improved,4.17
Kebbi,Yam,0.54,834.4,32.4,5.91,Clay,49.9,Yes,No,Local,6.98
Edo,Yam,0.72,1769.3,26.6,7.13,Clay,184.8,Yes,No,Local,6.74
FCT,Sorghum,0.67,1251.5,29.2,6.31,Loamy,81.4,No,Yes,Improved,1.61
Anambra,Maize,0.63,1922.5,23.1,5.81,Loamy,45.2,Yes,No,Local,2.07
Zamfara,Cassava,4.38,608.1,28.7,4.21,Sandy,85.4,No,No,Improved,8.99
Borno,Sorghum,3.68,598.5,29.5,5.73,Sandy,81.3,No,Yes,Improved,2.11
Nasarawa,Rice,1.85,1199.6,24,6.37,Loamy,110.8,No,Yes,Local,3.29
Taraba,Rice,2.14,1231.9,30.9,6.56,Loamy,149.9,Yes,No,Improved,3.58
Ekiti,Rice,4.82,1742.4,28.8,4.6,Clay,106.8,No,No,Improved,3.84
Edo,Sorghum,0.83,1905.7,30,5.02,Loamy,55.6,No,Yes,Improved,1.72
Enugu,Rice,1.79,1829.7,22.3,5.83,Clay,89.1,Yes,Yes,Improved,4.65
Borno,Maize,1.76,511.2,30.9,5.76,Loamy,71.9,No,No,Local,2.05
Delta,Sorghum,2.26,1922.5,27.3,5.8,Clay,77.2,No,Yes,Local,1.25
Anambra,Maize,0.43,2102,24,6.24,Clay,112.1,No,No,Local,1.91
Cross River,Maize,6.98,2073,27.3,4.83,Clay,148.9,Yes,No,Local,1.12
Ekiti,Yam,1.33,1870,27.3,5.26,Sandy,105.4,Yes,No,Improved,7.52
Sokoto,Sorghum,1.28,465.3,35.9,5.06,Clay,0,No,No,Local,1.06
Katsina,Cassava,2.21,610.7,35,4.97,Loamy,115.9,Yes,No,Local,8.39
Kebbi,Yam,0.58,980.4,35,5.2,Clay,208,No,No,Improved,7.17
Katsina,Sorghum,0.63,532.1,32.8,6.1,Sandy,29.5,No,No,Improved,1.5
Jigawa,Cassava,1.35,531.1,37,6.59,Clay,106.7,No,No,Local,6.96
Ebonyi,Rice,2.37,1619.8,22.6,5.7,Clay,143.8,Yes,No,Improved,3.7
Anambra,Maize,2.69,2414.4,25.3,6.17,Loamy,197.4,No,No,Improved,1.86
Kwara,Rice,5.17,1129.7,24.5,6.14,Loamy,83.7,No,No,Improved,3.82
Taraba,Sorghum,1.25,1140.5,27.5,6.09,Loamy,127.4,No,No,Local,0.76
Akwa Ibom,Sorghum,3.11,1840.8,26,5.97,Clay,70.8,Yes,No,Improved,2.21
Imo,Cassava,1.15,2350.7,26.8,6.47,Loamy,59.3,No,No,Local,7.92
Oyo,Rice,0.81,2094.4,29.8,4.73,Loamy,45.4,No,No,Improved,1.77
Rivers,Yam,0.82,1635.6,29.3,6.31,Clay,52.9,Yes,No,Local,7.64
Nasarawa,Rice,1.98,1177,25.9,5.84,Clay,123.8,Yes,No,Local,3.04
Benue,Cassava,2.94,1149.4,29.2,6.78,Loamy,119.1,Yes,Yes,Local,13.17
Anambra,Yam,1.33,2406.6,29,5.51,Clay,94.6,Yes,No,Local,8.79
Anambra,Cassava,1.09,1552.4,28.1,5.85,Clay,112.2,Yes,No,Improved,11.2
Kogi,Sorghum,3.16,1469.6,27.3,5.9,Loamy,57.9,No,No,Improved,1.47
Ebonyi,Sorghum,3.76,1754.3,22.9,5.44,Clay,56,No,No,Improved,1.52
Delta,Yam,0.71,1805,26.3,5.75,Clay,80.6,No,No,Improved,9.36
Gombe,Yam,2.36,940.3,32.5,5.86,Loamy,140.6,Yes,No,Local,8.5
Imo,Cassava,1.22,1779.4,23.2,5.2,Clay,122.7,Yes,No,Local,7.91
Ondo,Yam,0.74,2092.7,22.8,6.52,Loamy,54.6,No,Yes,Improved,10.63
Kogi,Rice,1.86,1233,31.8,6.58,Clay,69.7,Yes,Yes,Improved,3.8
Enugu,Maize,1.36,1870.5,26.5,5.43,Sandy,62.1,No,No,Local,1.72
Abia,Maize,1.44,2046.7,24.7,5.37,Clay,51.9,Yes,No,Local,1.98
Zamfara,Rice,1.13,864,33.4,6.03,Sandy,178,No,No,Local,2.38
Benue,Maize,0.56,1398.9,30.9,7.03,Sandy,108.8,No,No,Improved,2.4
Rivers,Rice,1.67,2091.3,25.8,5.45,Clay,149,Yes,No,Improved,4.87
Ekiti,Rice,1.02,2065.2,22.4,5.62,Loamy,69,No,No,Local,2.76
Abia,Yam,0.8,2376.2,26.8,5.35,Sandy,81.3,No,No,Local,8.69
Gombe,Yam,1.59,613.8,28.4,6.57,Loamy,169.9,Yes,No,Local,7.86
Taraba,Maize,1.52,1472,29.8,5.61,Loamy,160.7,No,No,Local,1.79
Cross River,Maize,0.49,2352.9,29.6,6.15,Clay,209.6,No,No,Improved,2.1
Bauchi,Yam,6.58,980.7,26.2,7.47,Loamy,150.6,No,No,Improved,8.37
Niger,Rice,0.27,1080.3,26.5,4.25,Sandy,144.2,No,No,Improved,2.57
Kogi,Cassava,1.83,1158.1,31.2,6.24,Sandy,125.4,Yes,No,Local,8.51
Kaduna,Maize,1.05,824.1,29.1,6.55,Clay,89.5,Yes,No,Local,2.16
Akwa Ibom,Yam,3.37,2118,27.8,6.43,Loamy,155.4,Yes,No,Local,9.05
Delta,Maize,1.06,2023.4,26.8,5.93,Sandy,133.6,Yes,No,Local,2.11
Gombe,Yam,0.67,753.6,31,5.49,Clay,51.9,No,No,Local,7.16
Taraba,Rice,2.03,1368.4,29,5.8,Sandy,19.6,Yes,No,Improved,3.38
Nasarawa,Sorghum,1.6,1467.1,29.9,5.76,Loamy,53.4,No,Yes,Improved,1.93
Jigawa,Rice,2.16,603.3,37.5,6.76,Clay,69.6,Yes,No,Local,2.97
Zamfara,Yam,1.4,937.5,28.3,6.04,Loamy,103.8,Yes,No,Local,9.49
Rivers,Maize,0.39,2154.3,25.4,5.28,Clay,128.2,Yes,No,Local,2.31
Ogun,Cassava,1.12,1939.4,22.6,5.52,Sandy,44.9,No,No,Local,8.98
FCT,Yam,4.11,1353.5,31.1,5.85,Clay,85.9,No,No,Local,2.45
Abia,Cassava,1.05,2337.8,23.6,6.11,Clay,38.4,Yes,No,Local,4.26
Enugu,Sorghum,2.57,2479.8,29.5,4.93,Sandy,2.1,Yes,No,Local,0.84
Osun,Yam,4.78,1775.1,28.1,6.99,Clay,138.1,No,No,Local,7.73
Plateau,Sorghum,0.47,1498,31,5.59,Sandy,40.9,No,No,Improved,1.38
Bauchi,Cassava,1.63,705,33.1,4.97,Loamy,66.5,No,No,Improved,12.17
Rivers,Rice,3.11,2343.5,29.6,6.97,Loamy,127.7,No,Yes,Local,3.25
Cross River,Yam,0.25,1551.9,26.1,6.21,Loamy,93.2,Yes,Yes,Local,9.47
Adamawa,Sorghum,0.5,1041.3,28.5,6.15,Loamy,64.1,Yes,No,Improved,1.78
Plateau,Maize,1.92,1392.4,24.4,5.97,Loamy,126,No,No,Local,2.12
Plateau,Cassava,0.33,1392.7,29.8,6.74,Sandy,102.7,No,No,Improved,10.01
Imo,Sorghum,0.83,2050.2,22.4,6.07,Sandy,23.8,Yes,No,Improved,0.84
Edo,Maize,0.44,1978.9,30,6.11,Loamy,88.2,No,No,Local,1.96
Benue,Rice,0.78,1095.6,30.7,6.61,Clay,102.2,Yes,No,Local,1.53
Nasarawa,Cassava,0.61,1145.2,30.7,6.38,Loamy,66.4,No,No,Local,8.5
FCT,Yam,0.78,1065.6,31.5,6.59,Clay,118.3,No,No,Improved,8.38
Ogun,Rice,3.3,1598.1,23.5,7.93,Loamy,160.9,Yes,No,Improved,2.89
Ebonyi,Rice,7.47,1620,29.5,5.74,Clay,49.2,No,No,Local,2.63
Niger,Sorghum,1.11,1246.9,31.6,5.43,Clay,43.9,No,No,Improved,1.31
Taraba,Cassava,2.3,1464,28.7,5.27,Clay,54.8,No,No,Local,3.76
Sokoto,Cassava,3.48,535,30.4,7.46,Clay,72.3,Yes,No,Improved,9.08
Cross River,Yam,4.63,2252.5,25.3,5.31,Clay,103.7,No,Yes,Local,3.6
Nasarawa,Rice,1.98,1128,25,5.86,Loamy,24,No,No,Local,2.69
Adamawa,Sorghum,2.82,1089.9,31.1,6.54,Clay,134,No,No,Local,1.06
Ekiti,Cassava,0.44,1798.2,26.1,6.08,Loamy,22.7,No,No,Improved,10.24
Taraba,Rice,1.98,1110.4,26,5.74,Loamy,120.6,No,No,Improved,3.52
Jigawa,Cassava,0.6,688.5,36.1,6.79,Loamy,103.3,No,No,Improved,10.52
Zamfara,Rice,0.97,755.9,31.4,6.36,Sandy,149,Yes,Yes,Improved,3.97
Niger,Sorghum,1.03,1365.2,27.8,6.63,Clay,53,No,No,Improved,1.54
Adamawa,Cassava,0.72,1437.7,31.7,5.14,Sandy,101,Yes,No,Improved,16.06
Ondo,Cassava,1.63,2464.7,26.6,5.69,Loamy,63.8,Yes,No,Improved,11.38
Edo,Rice,0.89,1875.9,29.2,7.05,Loamy,116.4,No,No,Local,3.12
Nasarawa,Yam,4.01,1148.4,27.9,6.87,Loamy,56.8,No,No,Local,6.34
Anambra,Rice,1.04,1767.6,23.5,5.52,Loamy,85.9,No,Yes,Improved,4.09
Osun,Maize,5.98,1819.1,27.7,5.9,Loamy,171.8,Yes,No,Improved,2.51
Cross River,Rice,1.33,2215.3,22.8,6.55,Clay,73.8,Yes,No,Local,3
Sokoto,Sorghum,3.92,524.8,33,6.23,Sandy,0,Yes,No,Improved,1.74
Taraba,Cassava,2.25,1444.1,26.8,6.96,Loamy,50.7,No,No,Improved,10.5
Zamfara,Sorghum,0.42,826.4,33.6,8.02,Clay,92.6,Yes,No,Improved,1.55
Delta,Sorghum,3.83,2114.1,26.5,6.27,Clay,0,No,Yes,Local,1.3
Ondo,Yam,1.03,2359.3,29.6,6.39,Sandy,145.2,Yes,No,Local,7.05
Niger,Yam,3.93,1039,24.1,5.49,Loamy,109.9,Yes,No,Local,6.31
Enugu,Maize,0.55,1959,28.2,6.62,Loamy,103.6,Yes,No,Improved,2.51
Kaduna,Rice,3.45,762.4,34.3,6.51,Loamy,94,No,No,Local,2.26
Delta,Rice,1.95,1576.7,25.3,6.3,Loamy,109,No,No,Local,2.66
Lagos,Yam,0.78,2120.6,24.1,6.25,Sandy,125.6,No,Yes,Local,8.5
Zamfara,Maize,1.66,749.8,34.9,5.57,Loamy,164.6,Yes,No,Local,2.03
Lagos,Rice,1.76,2273,28.9,5.2,Clay,67,Yes,No,Improved,3.79
Niger,Cassava,0.73,1473.2,28,5.08,Loamy,93.3,Yes,Yes,Local,9.49
Ebonyi,Sorghum,2.92,2004.8,23.7,5.91,Loamy,144,No,Yes,Local,0.95
Ogun,Sorghum,2,2093.6,26.3,6.14,Clay,66.3,Yes,No,Improved,1.5
Nasarawa,Yam,7.26,1377.1,25.6,6.28,Clay,70.1,Yes,Yes,Improved,10.54
Kwara,Maize,1.03,1064,24,5.7,Loamy,122.7,No,No,Improved,2.78
Akwa Ibom,Maize,0.45,1675.2,27.4,6.47,Loamy,139.1,Yes,No,Improved,3.27
Kaduna,Yam,1.54,968.3,33.9,6.48,Clay,37.5,Yes,No,Local,8.25
Taraba,Yam,1.08,1152.7,30.1,5.48,Clay,123.3,No,No,Improved,11.17
Taraba,Sorghum,2.88,1299.2,24.4,6.49,Loamy,0,Yes,No,Improved,1.5
Ogun,Yam,6.22,1859.6,23.3,6.96,Sandy,95.2,No,No,Local,6.92
Abia,Rice,1.35,1811.4,28.9,5.6,Clay,100.4,No,Yes,Local,4.48
Kwara,Maize,11.42,1152.1,29.4,4.91,Sandy,99.1,Yes,Yes,Local,2.8
Imo,Sorghum,1.7,2148.5,22,5.55,Loamy,77.9,No,No,Improved,1.58
Ogun,Yam,1.24,2420.4,22.2,6.59,Loamy,93.4,Yes,No,Local,7.03
Katsina,Yam,0.37,428.2,29.8,6.15,Loamy,99.1,No,No,Local,7.56
Ogun,Rice,1.15,1801.1,23.1,6.92,Clay,204.5,No,No,Local,2.21
FCT,Yam,1.5,1049.8,31.3,5.65,Sandy,83.8,No,Yes,Local,8.47
Ogun,Maize,9.38,1954.7,24.3,5.79,Clay,141.1,No,No,Improved,2.33
Yobe,Rice,0.6,325.2,29.2,7.13,Sandy,121,Yes,Yes,Local,3.43
Cross River,Cassava,1.72,1690.3,24.9,5.81,Clay,110.1,No,No,Local,9.48
Borno,Rice,8.9,535.1,30.9,7.09,Sandy,99,No,No,Local,2.35
Adamawa,Yam,0.87,1085.2,24.6,5.24,Clay,117.5,Yes,No,Local,6.84
Anambra,Yam,8.99,1675.6,26.8,5.66,Loamy,145.2,No,Yes,Local,7.73
Adamawa,Rice,6.24,1011.9,26.2,7.56,Loamy,62.9,No,No,Local,2.71
Rivers,Cassava,1.38,2387.7,27.5,6.23,Loamy,111.5,No,No,Local,8.2
Ondo,Cassava,6.09,2130.2,24.7,6.38,Clay,175.9,Yes,No,Improved,9.94
Ekiti,Sorghum,0.36,2397.6,26.7,5.62,Clay,28.4,Yes,No,Improved,1.28
Oyo,Cassava,3.03,2489.9,26.6,5.54,Clay,84.2,Yes,No,Local,10.4
FCT,Rice,1.37,1183.2,25.4,5.95,Loamy,75.6,No,No,Improved,4
Abia,Maize,1.2,1854.9,23,6.03,Clay,121.9,Yes,No,Improved,2.54
Akwa Ibom,Cassava,2.58,1971,22.8,6.42,Clay,94.4,No,No,Improved,10.08
Bayelsa,Cassava,0.67,2211.3,24.6,5.6,Clay,72.7,Yes,No,Improved,12.7
Katsina,Yam,1.91,529.8,32.9,5.03,Clay,122,Yes,No,Improved,9.33
FCT,Rice,0.66,1447.5,25.6,5.6,Loamy,94.8,Yes,No,Local,2.56
Kwara,Maize,4.72,1308.5,29.6,5.96,Clay,90.9,Yes,Yes,Local,2.41
Osun,Cassava,2.45,1711.3,22.5,6.63,Sandy,29.9,No,No,Local,7.85
Lagos,Cassava,3.93,1794.5,25,5.83,Clay,74.2,No,No,Local,10.62
Kaduna,Rice,0.31,769,31.8,5.81,Sandy,90.3,Yes,No,Improved,3.23
Plateau,Rice,2.06,1091.8,26.1,5.61,Sandy,120.5,Yes,No,Improved,3.99
Oyo,Yam,2.47,1698.3,26.9,4.69,Loamy,105.3,No,No,Improved,10.16
Imo,Rice,0.88,2473.3,22.9,7.08,Sandy,88.9,Yes,No,Improved,2.91
Zamfara,Yam,0.44,617.1,31.1,5.57,Clay,47.3,Yes,No,Local,6.84
Zamfara,Rice,0.37,943.5,31.9,5.38,Sandy,124.6,No,Yes,Improved,3.73
Ogun,Sorghum,0.2,1740.3,23.8,5.89,Clay,60.1,No,Yes,Improved,1.94
Zamfara,Cassava,5.47,960.8,26.6,5.42,Sandy,91,Yes,Yes,Local,10.04
Imo,Maize,1.15,2094.5,27.5,6.55,Loamy,129.3,No,No,Local,1.65
Nasarawa,Maize,0.57,1182.1,26.5,7.82,Clay,142,Yes,No,Local,2.11
Bayelsa,Yam,2.38,1717,29.1,7.51,Loamy,87.6,No,No,Local,5.85
Gombe,Rice,5.1,827.4,29.1,6.32,Loamy,111.8,No,No,Improved,4
Kaduna,Maize,7.04,854.9,30.7,6.02,Sandy,94.4,Yes,No,Local,2.57
Delta,Yam,4.28,2201.4,29.8,6.51,Clay,78.9,No,No,Local,5.56
Adamawa,Rice,0.65,1181.9,29.3,5.33,Clay,53.2,Yes,No,Improved,3.84
Anambra,Rice,0.99,2300,22.6,6.53,Sandy,168.6,No,No,Local,2.76
Akwa Ibom,Sorghum,0.93,2094.9,25,5.74,Loamy,56.2,No,No,Local,0.8
Kogi,Maize,0.72,1163.9,24.5,6.55,Sandy,52.9,Yes,No,Local,2.22
Kaduna,Cassava,0.51,942.8,26.2,5.35,Sandy,130,Yes,No,Local,10.24
Adamawa,Yam,1.11,1027.7,25.8,5.72,Loamy,90.5,No,No,Improved,9.61
Bayelsa,Yam,0.39,1726.7,22.1,6.75,Loamy,45.3,Yes,No,Improved,8.75
Anambra,Sorghum,1.84,2269.6,23,6.03,Clay,77.3,No,Yes,Improved,1.74
Akwa Ibom,Sorghum,0.55,2086.9,24.1,6.51,Loamy,42.8,Yes,No,Local,1.34
Zamfara,Yam,0.48,791,31.9,5.81,Sandy,129.2,No,No,Local,6.56
